Motif	Num	Protection_Score_E14F_chr25	Protection_Score_wingE_chr25	TC_E14F_chr25	TC_wingE_chr25	TF_Activity	Z_score	P_values
MA0105.4.NFKB1	29	0.124851525	-0.25843787	1.0668442	0.9460893	-0.5040442943572998	-0.26242612365765916	0.7929929344567178
MA0601.1.Arid3b	3	0.23499468	0.5670665	0.23328342	0.67886907	0.7776574641466141	0.7925533170055981	0.428038116423498
MA0041.1.Foxd3	8	1.4479214	0.47607476	0.6281967	0.42350096	-1.1765424013137817	-0.8159649418864727	0.41452018717395145
MA1511.1.KLF10	20	0.33873826	0.63995725	1.0465715	1.1643078	0.41895532608032227	0.49730258611512046	0.6189756883449781
MA0731.1.BCL6B	4	0.055980146	0.25178534	0.19773576	0.2716381	0.2697075307369232	0.37445547710015487	0.7080654752117853
MA0604.1.Atf1	10	1.3168738	1.4171042	1.3251148	1.280526	0.05564165115356445	0.19825606065279855	0.8428447277963811
MA1531.1.NR1D1	11	0.67536116	0.68656206	0.7854455	1.1877849	0.4135403037071228	0.4928454358954584	0.6221218037337637
MA0786.1.POU3F1	3	0.24884358	0.2939882	0.2764406	0.46093518	0.2296392023563385	0.34147490078214876	0.7327460968667241
MA1623.1.Stat2	16	0.45198613	0.61446416	0.37103435	0.51925755	0.3107012212276459	0.40819772671297166	0.6831285169978482
MA1603.1.Dmrt1	3	-0.029684525	0.10427612	0.21551132	0.4183624	0.33681173250079155	0.42968950699306463	0.6674215173244237
MA0595.1.SREBF1	17	2.10008	2.0188832	1.7756513	1.7335837	-0.12326443195343018	0.05099696684630828	0.9593279375111241
MA0155.1.INSM1	30	1.0247154	1.3216558	1.7141722	1.8716232	0.4543912410736084	0.5264701842173849	0.5985615627676073
MA0878.2.CDX1	2	0.07363488	0.18613224	0.112715594	0.28293326	0.2827150300145149	0.3851620585815749	0.7001173517829923
MA1561.1.SOX12	3	2.8375468	1.9940825	0.8655143	1.0373809	-0.6715977191925049	-0.40034074945967874	0.6889055581847495
MA1578.1.VEZF1	162	1.1517661	1.0754449	1.150542	0.9750167	-0.25184643268585205	-0.054839953725911356	0.9562659698081901
MA0116.1.Znf423	23	2.1130397	1.6701823	1.6768609	1.6802977	-0.43942058086395264	-0.20923380441299005	0.8342657242977789
MA0117.2.Mafb	3	1.5318844	0.6599898	1.7416551	1.0894945	-1.524055302143097	-1.102005717993481	0.2704591857447485
MA1135.1.FOSB::JUNB	7	-1.4764564	-2.4034724	0.6008165	0.7746814	-0.7531511187553406	-0.4674680349487895	0.6401650564903518
MA0803.1.TBX15	1	0.30028525	0.23785496	0.14271724	0.12879097	-0.07635655999183655	0.08960722870824878	0.9285993398407175
MA1136.1.FOSB::JUNB(var.2)	4	-3.8093655	-3.0184052	2.9584394	2.6966043	0.5291252136230469	0.5879843422776658	0.5565428025965409
MA0808.1.TEAD3	5	0.5983918	0.91627145	1.551961	1.7380968	0.5040155649185181	0.5673163803514252	0.570499250072852
MA0784.1.POU1F1	5	0.18284494	0.12936069	0.18984243	0.34022987	0.09690319001674652	0.23221877850191522	0.8163680932353665
MA0783.1.PKNOX2	6	-0.15544865	0.0062264604	0.20223159	0.31844914	0.2778926594182849	0.38119272499790235	0.7030602469515879
MA0853.1.Alx4	3	0.6268623	1.360956	0.2392054	0.6822358	1.1771240383386612	1.1213575963230524	0.26213567808468097
MA0865.1.E2F8	10	1.2741874	1.6187015	1.033044	1.248415	0.5598850250244141	0.6133030003912355	0.5396760098510555
MA0670.1.NFIA	11	0.75154227	-0.20772223	0.6433217	0.550337	-1.0522491782903671	-0.7136581501281972	0.475438590504073
MA0643.1.Esrrg	4	1.8354597	4.036538	1.0781018	2.1622858	3.2852624654769897	2.8565839732449043	0.004282267132234233
MA0068.2.PAX4	1	0.32054603	0.7146888	0.26966345	0.8280851	0.9525644183158875	0.9365206943251093	0.3490051627590167
MA0857.1.Rarb	7	1.5510663	0.69927955	1.1956805	0.9733544	-1.0741128325462341	-0.7316543068664334	0.4643795923575782
MA0730.1.RARA(var.2)	3	-0.22205353	-0.50021714	0.97883666	1.1355841	-0.12141615152359009	0.05251830193157615	0.9581157126253805
MA1652.1.ZKSCAN5	40	3.2094183	3.3175364	2.2249722	1.9151847	-0.20166945457458496	-0.01353886324150175	0.9891978800560292
MA0777.1.MYBL2	3	0.017321715	-0.1816022	1.2278528	0.67245704	-0.754319692030549	-0.4684298973883734	0.6394771919386508
MA0815.1.TFAP2C(var.3)	5	1.0324869	1.2182009	1.1654431	1.1273388	0.14760971069335938	0.2739557399022296	0.7841186352511605
MA0628.1.POU6F1	2	0.6969631	1.5457857	0.27194673	0.8354991	1.4123749732971191	1.3149946090924505	0.18851171426280156
MA0472.2.EGR2	31	0.93272454	0.8399317	1.6844199	1.3480513	-0.4291613698005676	-0.20078936195398164	0.8408632814644573
MA0521.1.Tcf12	41	-0.89623815	-0.4065921	1.6900836	1.3498523	0.14941474795341492	0.2754414811726579	0.7829770787092887
MA0666.1.MSX1	3	-0.11082062	-0.49489403	0.19338231	0.2045065	-0.3729492127895355	-0.15452066522441188	0.8771992184036345
MA1602.1.ZSCAN29	4	0.23380232	0.36219716	0.69578266	0.7558971	0.1885092854499817	0.30762052206689783	0.7583711026239605
MA0690.1.TBX21	9	0.052823305	-0.04472675	0.39457238	0.69265616	0.20053372532129288	0.31751793912633314	0.7508506297168545
MA1560.1.SOHLH2	1	1.3649274	0.9058686	1.4577171	1.1771483	-0.7396275401115417	-0.45633666422331437	0.6481479026494363
MA0040.1.Foxq1	4	2.495092	0.9873942	1.2291942	0.85654116	-1.8803507089614868	-1.3952754482581171	0.1629327928034695
MA0632.2.TCFL5	22	0.6340528	0.10897284	1.5748588	1.2514303	-0.8485084846615791	-0.5459574806247571	0.5850951650616425
MA0728.1.Nr2f6(var.2)	3	0.77554613	1.17273	0.63490397	0.9633229	0.7256027460098267	0.7497066429962452	0.4534314057387968
MA0051.1.IRF2	7	1.104638	1.4892472	0.59194165	0.84806645	0.6407340168952942	0.6798504820157362	0.49659913838652814
MA1134.1.FOS::JUNB	13	0.022351898	-0.6373152	0.74065953	0.9542201	-0.44610653072595596	-0.21473706568178333	0.829972322389584
MA0477.2.FOSL1	10	-0.36013758	-1.0085224	0.78744256	1.0637828	-0.37204456329345703	-0.15377604065552372	0.8777863258958755
MA0031.1.FOXD1	2	4.3424573	3.009655	1.7201271	1.0721227	-1.9808067083358765	-1.4779616217989633	0.13941805088874218
MA0744.2.SCRT2	3	0.03464952	0.12393719	0.4760541	0.63976127	0.2529948353767395	0.3606991177239746	0.7183243843299523
MA0030.1.FOXF2	3	0.4866107	0.89635754	0.47354925	0.65633017	0.5925277471542358	0.6401714980785939	0.5220611103974011
MA0071.1.RORA	3	0.021029865	-0.21408205	0.19428785	0.6860162	0.2566164378076792	0.36368008898468135	0.716096913365798
MA1540.1.NR5A1	20	0.3431036	0.40701544	0.37814298	0.7858999	0.4716687500476837	0.54069144640462	0.588720275146311
MA0087.1.Sox5	5	0.21399415	0.70123386	0.17889239	0.4916766	0.8000239282846451	0.8109633407645557	0.41738672344210637
MA0603.1.Arntl	26	1.1358796	0.72931063	1.9344419	1.8050542	-0.5359567403793335	-0.2886935249709099	0.7728159181539569
MA1597.1.ZNF528	8	1.7269269	2.3131716	1.3126414	1.3782858	0.6518890857696533	0.6890323125340685	0.49080293360907035
MA1655.1.ZNF341	23	-1.1723144	-0.7640539	1.1326753	1.009369	0.2849542498588562	0.38700517916967697	0.6987523737255064
MA0483.1.Gfi1b	12	1.1724128	1.6119016	1.3593073	1.5164362	0.5966178178787231	0.6435380695111161	0.519875020669919
MA0081.2.SPIB	30	2.5289202	2.2221508	2.256197	1.6384041	-0.9245622158050537	-0.6085579430254269	0.5428174883871222
MA0868.2.SOX8	3	0.074683495	0.5421889	0.11712909	0.57908696	0.9294632598757744	0.9175059375393564	0.35887758299866157
MA0019.1.Ddit3::Cebpa	3	0.24897915	0.4064141	0.24902573	0.3484452	0.25685441493988037	0.3638759699532097	0.7159506295629592
MA0818.1.BHLHE22	1	0.24526228	0.028293611	1.0052993	1.59429	0.3720220196992159	0.45867138896968435	0.6464701628953043
MA0761.2.ETV1	10	1.5789112	1.10745	1.6483586	1.365381	-0.7544387578964233	-0.46852790149872797	0.6394071228435827
MA1471.1.BARX2	2	0.53421485	0.86038625	0.7508244	0.82195777	0.3973047733306885	0.47948183500955877	0.6315958878583947
MA0741.1.KLF16	199	0.9721831	1.2108586	1.5376259	1.5479865	0.24903607368469238	0.35744062785463876	0.7207619662535485
MA0822.1.HES7	5	3.0586681	2.3939023	2.9901237	2.8832836	-0.7716059684753418	-0.48265837615410817	0.6293383223693907
MA1109.1.NEUROD1	17	0.51060593	0.6333035	1.23105	1.3646244	0.25627195835113525	0.3633965450619447	0.7163086822755782
MA0511.2.RUNX2	6	2.8623166	1.1181949	1.7843176	1.0578835	-2.4705557823181152	-1.8810781820338711	0.05996128443761894
MA0060.3.NFYA	31	7.4478254	6.4358177	4.765384	4.157617	-1.6197748184204102	-1.1807932526697777	0.2376848651554585
MA0679.2.ONECUT1	1	0.4989015	0.18445292	0.61092013	0.26723403	-0.6581346690654755	-0.38925920026276273	0.6970844143593056
MA0674.1.NKX6-1	6	0.10436929	0.2991522	0.14842027	0.28633216	0.33269479125738144	0.42630081821160737	0.66988866176119
MA0901.2.HOXB13	6	2.2616081	2.5851429	1.5221304	1.6378304	0.43923473358154297	0.513994736095154	0.6072556709331076
MA1530.1.NKX6-3	11	0.23592877	0.3245507	0.25731158	0.3212945	0.1526048183441162	0.2780672548006716	0.7809607317060138
MA0073.1.RREB1	126	0.520221	0.5891367	0.74119425	0.7457406	0.07346206903457642	0.21292419570353013	0.831386089654077
MA0518.1.Stat4	11	0.76213247	0.656806	1.7218513	1.2185094	-0.6086683869361877	-0.34854308958709224	0.7274323592149592
MA0500.2.MYOG	30	-2.7878466	-1.0771432	1.5300854	0.8638184	1.0444363355636597	1.0121412380496109	0.31147052747645054
MA0158.2.HOXA5	1	0.117473505	0.37665212	0.05636385	0.2903036	0.4931183531880379	0.5583467942055573	0.5766075970738619
MA1575.1.THRB(var.2)	10	1.1589607	0.60106	2.3024578	1.3904299	-1.4699286818504333	-1.0574536439852495	0.2903046002052784
MA1128.1.FOSL1::JUN	2	-0.24345724	-0.85913193	0.16965891	0.30745527	-0.4778783321380615	-0.24088870123991218	0.8096413794294783
MA1106.1.HIF1A	13	0.51196635	0.39480865	1.5899091	1.1388278	-0.5682389736175537	-0.31526530123559415	0.7525602282274274
MA0700.2.LHX2	3	0.42005908	0.37393093	0.47663933	0.4117845	-0.1109829843044281	0.06110592915779263	0.9512748471921746
MA0753.2.ZNF740	275	1.439375	1.2863431	1.1521459	0.9870461	-0.318131685256958	-0.10939989968659607	0.912885313310221
MA1480.1.DPRX	5	-0.46764773	-0.27820912	1.0032102	0.4098691	-0.40390247106552124	-0.17999855107893536	0.8571537056926157
MA1616.1.Prdm15	7	0.16698568	0.25446016	0.19934689	0.5298523	0.4179798662662506	0.4964996769810642	0.6195419152042401
MA0634.1.ALX3	6	0.3446589	0.50529915	0.25089058	0.34184188	0.2515915334224701	0.35954404814482005	0.719188132006017
MA0084.1.SRY	6	0.8476486	0.68153524	0.60728484	0.6854412	-0.08795702457427979	0.08005878925623056	0.9361904989047369
MA0112.3.ESR1	2	-0.00017442554	-0.18843517	0.16602531	0.4155212	0.061235152184963226	0.20286011814924962	0.8392443672032743
MA0598.3.EHF	30	0.9346419	0.6064691	2.0017526	1.2181411	-1.1117843389511108	-0.7626620389634459	0.4456649753262265
MA1604.1.Ebf2	16	0.045715377	0.1631356	0.38814658	0.6566955	0.3859691321849823	0.4701513739439395	0.6382468721999031
MA0653.1.IRF9	5	0.14088202	0.34472772	0.12162092	0.51793677	0.6001615524291992	0.6464549470679388	0.5179847653558419
MA0663.1.MLX	6	0.5324666	0.3800841	0.8940161	0.7215186	-0.3248800039291382	-0.11495449724484878	0.9084811888034697
MA1548.1.PLAGL2	21	0.18390533	0.3044945	1.5258147	1.5275689	0.12234345078468323	0.2531588699835821	0.8001454484130408
MA0509.2.RFX1	11	2.8073363	1.8846486	2.528932	2.0752556	-1.3763642311096191	-0.9804399617822009	0.3268689919875294
MA0762.1.ETV2	8	2.276225	1.5760815	3.4815164	1.9534744	-2.228185534477234	-1.6815812032678807	0.09265007802828742
MA0812.1.TFAP2B(var.2)	35	-0.6107002	-0.15808105	1.0398374	0.84835	0.26113176345825195	0.36739669130472036	0.7133231392556852
MA0014.3.PAX5	23	1.9361725	2.2613213	2.6448267	2.910055	0.5903770923614502	0.6384012761253985	0.5232125004614729
MA0522.3.TCF3	17	0.35030478	0.36257043	1.4690901	0.90044487	-0.5563795864582062	-0.3055037404442743	0.7599825215972508
MA1608.1.Isl1	4	0.4463338	0.67661566	0.52726793	0.7447548	0.4477687180042267	0.5210191300722529	0.6023534449999626
MA1600.1.ZNF684	9	1.1783304	1.0409315	1.6603997	1.4149776	-0.38282108306884766	-0.16264628424339925	0.8707969426189783
MA0258.2.ESR2	10	0.21343961	-0.0068470687	0.60986805	0.6237637	-0.20639105141162872	-0.017425249100873747	0.9860973663421688
MA1121.1.TEAD2	1	-0.064872086	-0.05632788	0.35075045	0.5969858	0.254779577255249	0.36216815369605293	0.7172263761235405
MA0745.2.SNAI2	3	0.4150252	0.35764056	0.80180866	0.7311945	-0.12799879908561707	0.04710006965016248	0.9624334718280227
MA1657.1.ZNF652	8	0.25739336	0.62028027	0.93318325	1.6649556	1.0946592688560486	1.0534801546280816	0.2921209850461973
MA1141.1.FOS::JUND	7	-0.17932877	-0.25700554	0.47097996	0.60426223	0.05560550093650818	0.19822630510669212	0.8428680073256531
MA1556.1.RXRG(var.2)	9	-0.43375826	-0.16860023	1.5396981	1.658656	0.38411590456962585	0.46862596678888296	0.6393370132277052
MA0089.2.NFE2L1	9	-0.046965897	-0.0530321	0.3692207	0.31443673	-0.060850173234939575	0.10237066538059485	0.9184624669563045
MA0596.1.SREBF2	20	2.0875413	1.8679979	1.5771685	1.5340326	-0.2626793384552002	-0.0637566090971615	0.9491640288503173
MA0083.3.SRF	5	0.66169465	1.4561727	1.1768645	0.7792215	0.3968350291252136	0.47909518462396117	0.6318709152759969
MA1589.1.ZNF140	8	1.3531094	0.40655082	3.0147514	1.8226794	-2.1386305689811707	-1.6078677619147723	0.10786414374321156
MA0630.1.SHOX	2	0.5132715	1.1535387	0.18127523	0.4078513	0.8668432682752609	0.8659628985486317	0.38651050816415955
MA0091.1.TAL1::TCF3	11	0.1377671	0.12087949	0.52204555	0.45191514	-0.08701802045106888	0.08083169140613622	0.9355758044271248
MA0810.1.TFAP2A(var.2)	19	-0.57265204	-0.36245665	2.1340022	2.138665	0.21485814452171326	0.3293084884141216	0.7419225287892773
MA0905.1.HOXC10	1	0.10248167	0.1700069	0.302378	0.77707624	0.5422234758734703	0.5987656315213836	0.5493291838922705
MA0715.1.PROP1	1	5.237944	1.3216143	4.216209	1.2181488	-6.914389967918396	-5.538835279127321	3.044898618971354e-08
MA0048.2.NHLH1	40	-2.6498766	-0.9776716	1.4088892	0.9321604	1.1954761743545532	1.1364633930191743	0.255762677797577
MA0519.1.Stat5a::Stat5b	10	0.47408742	0.08331011	1.5741055	0.9887342	-0.9761486202478409	-0.6510191441151452	0.5150341289649716
MA1496.1.HOXA4	2	0.42088622	0.69207996	0.41136196	0.97065663	0.8304884135723114	0.8360389134831197	0.40313301184629935
MA1150.1.RORB	8	0.19516972	0.49197873	0.46441135	1.0684257	0.900823324918747	0.8939321674628721	0.37135818553905175
MA1155.1.ZSCAN4	11	0.49429423	0.7735418	0.57652646	0.6591848	0.36190593242645264	0.45034475290016857	0.6524618744305948
MA1576.1.THRB(var.3)	12	2.4878316	2.7173543	1.6870687	1.9526305	0.4950845241546631	0.5599651659779733	0.575503197922821
MA0507.1.POU2F2	8	2.4422498	1.6452818	1.6767547	1.0555837	-1.4181389808654785	-1.0148251078108115	0.31018920301510733
MA0103.3.ZEB1	21	0.8210343	0.5560588	1.1427472	0.81791234	-0.589810311794281	-0.3330208501634552	0.7391185444578989
MA1567.1.TBX6	1	6.225877	0.5857519	4.675666	0.55028737	-9.765503406524658	-7.885610604019837	3.130012163771219e-15
MA1421.1.TCF7L1	5	-0.24485144	-0.24412796	0.36874208	0.33013672	-0.03788188099861145	0.12127605888239965	0.9034723822781147
MA1149.1.RARA::RXRG	18	0.83430594	0.5407069	0.85374796	0.8551851	-0.2921619415283203	-0.08802398635010619	0.9298576117856733
MA0615.1.Gmeb1	1	5.9740105	3.9201348	2.5174046	1.7466191	-2.824661135673523	-2.172545260970248	0.029814559591527297
MA1525.1.NFATC4	5	-0.061488204	0.13041647	0.5035422	0.50145113	0.18981362134218216	0.3086941318523731	0.7575542080748906
MA1592.1.ZNF274	5	1.2564282	1.3413227	0.9200371	0.95087093	0.11572825908660889	0.24771385035151036	0.8043558147766604
MA0748.2.YY2	52	0.089965284	-0.12152016	2.1273923	1.8897551	-0.4491226077079773	-0.21721962387941296	0.8280371921342242
MA0801.1.MGA	7	-0.012881622	0.027939856	0.26320133	0.6092434	0.3868635445833206	0.47088757227203004	0.6377210233086763
MA0847.2.FOXD2	3	0.6818749	1.023999	0.38566756	0.70201516	0.6584717035293579	0.6944505202849414	0.48739972054788816
MA0095.2.YY1	24	-0.4523036	-0.38287306	2.2390647	1.7436459	-0.42598825693130493	-0.19817754620373748	0.8429061546054012
MA0479.1.FOXH1	3	0.26195645	0.54916626	0.3964778	0.6977683	0.5885002911090851	0.6368564653124934	0.5242183422099418
MA0162.4.EGR1	102	1.4757857	1.4694846	1.5245826	1.504503	-0.02638077735900879	0.1307427135110717	0.8959788418381468
MA0636.1.BHLHE41	2	-0.31008047	-1.4646461	0.09614435	0.45007992	-0.8006300628185272	-0.5065483510353729	0.6124717558377906
MA0491.2.JUND	1	5.393816	3.3306458	1.3026513	0.691442	-2.6743794679641724	-2.0488471629610703	0.040477062318413796
MA0470.2.E2F4	5	1.5416644	1.7632492	2.9765954	2.5909228	-0.16408777236938477	0.017394933805251166	0.9861215507829351
MA1418.1.IRF3	11	0.8671378	1.121005	0.6458816	0.72925574	0.33724141120910645	0.4300431791327456	0.6671642318068516
MA0894.1.HESX1	1	-0.5145103	-1.4299266	0.17499	0.3827152	-0.7076911628246307	-0.43004956488572443	0.6671595867290662
MA0017.2.NR2F1	5	0.5999538	0.7720821	0.52550846	0.98290986	0.6295297145843506	0.6706281270438441	0.50245745962833
MA1154.1.ZNF282	5	1.2679617	0.4364671	1.1807473	0.51125973	-1.5009821653366089	-1.0830140260488053	0.2788021974221959
MA1622.1.Smad2::Smad3	11	-0.21421112	-0.7878698	0.7343127	0.98286605	-0.32510535418987274	-0.11513998492983142	0.9083341672492008
MA0033.2.FOXL1	2	5.437648	4.286751	1.7313159	1.0838184	-1.7983944416046143	-1.3278165589171786	0.18423871522343505
MA0769.2.TCF7	6	-0.31265244	0.057755537	0.44733384	0.57053256	0.49360669404268265	0.5587487516486739	0.5763332025179939
MA1107.2.KLF9	113	0.48698246	0.6152104	1.2569115	1.3530823	0.22439873218536377	0.3371614259405126	0.7359952141698567
MA0476.1.FOS	5	0.9345312	0.5506348	0.5820917	0.50065446	-0.46533364057540894	-0.23056306066069635	0.8176542677449403
MA0080.5.SPI1	25	0.82131934	0.92750186	1.0433774	0.8842074	-0.05298745632171631	0.10884253345455949	0.9133273873799546
MA0027.2.EN1	6	0.43704462	0.5727671	0.36552265	0.49022016	0.26041996479034424	0.3668108038659681	0.7137601482344778
MA0637.1.CENPB	5	1.8806407	1.767344	1.548419	1.3890698	-0.2726459503173828	-0.07196021070565621	0.9426335729793751
MA0478.1.FOSL2	13	-0.15021701	-0.37143654	0.6395098	0.77414644	-0.08658288419246674	0.08118985570111872	0.9352909668608231
MA0592.3.ESRRA	2	2.608644	2.7913394	2.2209594	2.1987772	0.16051316261291504	0.2845766791327476	0.7759684801527951
MA0140.2.GATA1::TAL1	3	3.579549	0.69496644	3.1386414	0.63609153	-5.387132465839386	-4.281736851508087	1.8544020069148397e-05
MA0145.3.TFCP2	6	2.182974	1.088198	2.3972309	1.6069788	-1.8850282430648804	-1.399125565712775	0.16177533244062203
MA1585.1.ZKSCAN1	2	-0.11040765	-0.3389244	1.8446872	2.9428985	0.8696945309638977	0.8683097967224731	0.38522476048838705
MA0733.1.EGR4	47	1.4126558	1.3336694	1.7777667	1.5520363	-0.3047168254852295	-0.09835801637430835	0.9216480110550125
MA0834.1.ATF7	9	1.2730519	0.80410904	1.8745598	1.5546345	-0.7888681292533875	-0.4968670051127819	0.6192828403550528
MA0125.1.Nobox	6	0.1456283	-0.022942096	0.23839764	0.37096617	-0.03600187599658966	0.12282350672845097	0.9022468595163474
MA0107.1.RELA	9	-1.032383	-0.7078217	0.51995176	0.68054056	0.4851500391960144	0.5517880082925641	0.5810936041290795
MA0899.1.HOXA10	2	-0.12984708	-0.4841984	0.17252408	0.332093	-0.19478239119052887	-0.007870063750109223	0.9937206624628208
MA1515.1.KLF2	83	0.7198937	1.1024402	1.6995741	1.5770365	0.26000893115997314	0.36647247864593496	0.7140125452279906
MA0787.1.POU3F2	1	0.07074391	0.29588473	0.05458487	0.28010216	0.4506581127643585	0.5233974150731702	0.6006977226546002
MA0833.2.ATF4	4	1.3657513	1.3423195	1.6707717	1.5726115	-0.12159204483032227	0.05237352267920989	0.9582310709954718
MA0710.1.NOTO	1	-0.49180633	-0.5557713	0.15932675	0.20283195	-0.02045975625514984	0.13561635551933096	0.8921245750771438
MA0079.4.SP1	85	0.9761102	1.273215	1.987174	2.27406	0.5839908123016357	0.6331446755779464	0.5266391701631272
MA0093.3.USF1	14	2.640749	2.2076135	1.7100114	1.8180093	-0.3251376152038574	-0.11516653924035099	0.9083131199846893
MA0619.1.LIN54	4	0.95925355	0.9013645	0.65097564	0.5726416	-0.13622307777404785	0.04033059705405154	0.9678295606947906
MA0669.1.NEUROG2	1	1.223598	0.260845	1.1132568	0.25353262	-1.8224771916866302	-1.3476392719957773	0.17777443293711825
MA0885.1.Dlx2	3	0.3913364	0.20698783	0.39629188	0.27701253	-0.30362793803215027	-0.09746174400160312	0.9223597134191095
MA0685.1.SP4	80	0.63943994	0.68018794	1.9091684	2.1650496	0.2966291904449463	0.39661492044339347	0.691651448189736
MA0794.1.PROX1	2	-0.3468893	-0.4921772	0.14371337	0.17204851	-0.11695276200771332	0.056192155184628036	0.9551887305459636
MA0160.1.NR4A2	3	0.023272686	0.34218317	0.15562399	0.36830583	0.5315923318266869	0.5900150479119972	0.5551805610342619
MA0037.3.GATA3	10	0.11761463	0.09789407	1.951754	0.5944687	-1.3770058155059814	-0.980968055266603	0.32660849487089005
MA0622.1.Mlxip	17	0.21264517	0.19593394	1.3667327	1.2109731	-0.1724708080291748	0.010494787017788965	0.991626525179734
MA1583.1.ZFP57	9	-3.422636	-1.7427683	1.8133882	1.3169137	1.1833932399749756	1.126517828640596	0.25994639846286727
MA1557.1.SMAD5	1	1.7852626	3.4775815	1.263044	1.7097158	2.1389907598495483	1.9130781421672267	0.05573804951005823
MA0056.2.MZF1	19	-1.7502431	-1.5690546	0.621168	0.73277086	0.29279130697250366	0.3934559264479304	0.6939827700404086
MA0746.2.SP3	131	1.3251696	1.584865	1.9595482	2.0402668	0.3404139280319214	0.43265450427217184	0.6652657864590743
MA0719.1.RHOXF1	3	0.3547533	0.79076433	0.58601636	1.1346246	0.9846192896366119	0.9629053270933005	0.33559503599452967
MA1516.1.KLF3	15	0.432827	-0.05841186	1.400746	1.5829667	-0.30901815742254257	-0.10189847867860478	0.9188372575170232
MA0860.1.Rarg(var.2)	5	0.20075835	0.19011217	0.19798979	0.39247248	0.18383650481700897	0.30377431723351295	0.761299834542203
MA1153.1.Smad4	2	-1.413084	-4.3515515	0.6315033	1.3185418	-2.25142902135849	-1.7007131117843162	0.08899687179010438
MA1636.1.CEBPG(var.2)	9	1.2506264	1.292615	1.4269836	1.133448	-0.2515469789505005	-0.05459347085099163	0.9564623405090152
MA0876.1.BSX	3	9.007895	7.5934567	2.6587117	2.2233646	-1.8497858047485352	-1.3701172198820053	0.1706503132949866
MA1564.1.SP9	44	1.1721538	0.89753944	2.3262722	2.1031663	-0.49772030115127563	-0.25722079194067904	0.7970083342223309
MA0065.2.Pparg::Rxra	25	0.33809924	0.3616084	0.36516976	0.56700605	0.2253454327583313	0.3379406631026046	0.7354079036263208
MA0161.2.NFIC	9	1.2204504	0.84662426	1.0597767	0.78280026	-0.6508025527000427	-0.3832240739389047	0.7015536296419442
MA0002.2.RUNX1	14	2.765728	2.4500914	1.5447432	1.4342903	-0.4260895252227783	-0.198260900981701	0.8428409409328648
MA1111.1.NR2F2	2	-0.14130583	-0.9996761	0.46707052	0.3735446	-0.9518961906433105	-0.6310567664019571	0.5280034081870462
MA0135.1.Lhx3	2	0.06734671	0.16264224	0.24712247	0.10587423	-0.045952700078487396	0.11463290017399574	0.9087361010298651
MA0152.1.NFATC2	8	1.8028728	0.79797184	1.07835	0.65361357	-1.4296373128890991	-1.0242894810991803	0.3056985648350352
MA1118.1.SIX1	4	1.9486694	0.24519306	1.2655394	0.2526852	-2.716330587863922	-2.0833774807307015	0.03721682927072466
MA0875.1.BARX1	1	0.60102344	0.35985652	0.5094299	0.4613396	-0.2892571985721588	-0.08563306812062758	0.9317581104430451
MA1650.1.ZBTB14	62	-0.39466602	-0.16313967	1.4459834	1.3866415	0.17218443751335144	0.2941834031499339	0.7686177621813703
MA1520.1.MAF	9	1.2402635	0.91917074	1.2781612	1.1366543	-0.46259963512420654	-0.22831267790000903	0.8194031692809303
MA0671.1.NFIX	13	0.8480188	0.7793621	0.6585316	0.7294946	0.002306222915649414	0.15435522344426547	0.8773296569828024
MA1571.1.TGIF2LX	6	0.105617024	0.075332485	0.2426176	0.4859518	0.21304966509342194	0.3278199138662199	0.7430478295363339
MA0114.4.HNF4A	4	-0.3325039	-0.13503765	0.12481936	0.29847443	0.3711213394999504	0.4579300315622117	0.647002710184176
MA0608.1.Creb3l2	18	1.1195062	1.2004247	1.5566827	1.5639023	0.08813798427581787	0.22500406432327735	0.8219761124579305
MA0855.1.RXRB	1	-0.3992477	-1.4410009	0.17286362	0.3792061	-0.8354107588529587	-0.5351766329307756	0.592527722816627
MA1553.1.RARG(var.3)	5	-0.033918455	0.053287525	0.10140436	0.2600355	0.24583713337779045	0.3548075533243909	0.7227337693420368
MA1645.1.NKX2-2	4	0.51682943	0.84627426	0.83329767	1.1774511	0.6735982894897461	0.706901339744113	0.4796277913580663
MA0463.2.BCL6	4	0.9414733	0.4473157	1.0224186	0.5050409	-1.0115353465080261	-0.6801462545596613	0.49641185919969266
MA1535.1.NR2C1	23	0.39658552	0.61723566	0.6550395	1.1308336	0.6964442729949951	0.725706059906082	0.468018986046167
MA1494.1.HNF4A(var.2)	7	1.1669466	1.2589283	0.930328	1.023317	0.18497061729431152	0.3047078147020274	0.7605886972187393
MA0018.4.CREB1	18	1.1073236	0.9170363	1.256046	1.3113353	-0.13499808311462402	0.0413389004070273	0.967025721521876
MA0528.2.ZNF263	111	1.9274986	1.6887834	1.1956687	1.0168343	-0.41754961013793945	-0.19123162542696395	0.8483441272953473
MA0136.2.ELF5	25	-0.6540173	-0.520809	2.499288	1.6364512	-0.7296285033226013	-0.4481063733863252	0.6540764285801502
MA0638.1.CREB3	17	1.1917864	1.29456	1.0559851	1.0137796	0.06056809425354004	0.20231105718501696	0.8396735563213439
MA0602.1.Arid5a	1	0.42017192	0.16511525	0.5492563	0.25889972	-0.5454132705926895	-0.2964772741067047	0.7668656198871043
MA0896.1.Hmx1	6	0.7247766	0.82919955	0.7030702	0.769515	0.1708676815032959	0.2930995702615404	0.7694460452360044
